Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
LG,LG X9 Ultra,133,3.1,530,5497,59,Yes,Yes,Yes,Camera,Yes,No,Yes,Yes,Yes,8,3.2,8.0,Yes,Yes,Yes,Yes,983
iRobot,iRobot V9 Ultra,188,5.0,616,4914,60,No,Yes,Yes,Camera,Yes,Yes,No,Yes,No,10,2.9,7.1,Yes,No,No,No,387
LG,LG R77 Pro,151,4.3,602,2263,55,No,Yes,No,Lidar,Yes,Yes,Yes,No,No,11,4.6,10.8,No,No,No,Yes,233
Proscenic,Proscenic V39,179,3.8,458,5416,67,No,Yes,No,Camera,No,No,No,No,Yes,6,3.9,8.9,Yes,Yes,No,Yes,1126
LG,LG V82 Ultra,169,4.1,360,1984,68,Yes,Yes,No,Lidar,Yes,No,Yes,Yes,No,19,5.3,7.8,No,Yes,Yes,No,1109
iRobot,iRobot V84 Ultra,113,5.7,530,1770,68,No,Yes,No,Infrared,No,No,No,Yes,No,19,5.0,9.7,No,Yes,No,Yes,915
Ecovacs,Ecovacs S52,124,5.8,692,3420,67,Yes,No,No,Camera,Yes,No,No,Yes,No,17,5.2,10.0,No,No,No,Yes,1044
Eufy,Eufy V70 Ultra,65,5.7,490,2275,67,No,No,No,Lidar,Yes,No,No,Yes,Yes,15,5.3,9.6,Yes,No,No,No,546
Ecovacs,Ecovacs V21 Pro,137,2.9,642,5219,63,Yes,Yes,No,Lidar,No,No,No,Yes,No,11,5.0,8.6,No,No,No,No,1085
iRobot,iRobot S78 Pro,118,3.8,453,4442,56,No,Yes,Yes,Infrared,No,No,Yes,No,No,15,4.5,8.5,Yes,No,Yes,No,732
iRobot,iRobot X51 Ultra,174,5.4,374,1810,69,Yes,No,No,Lidar+Camera,Yes,No,Yes,No,No,16,2.5,9.7,No,No,No,No,837
Ecovacs,Ecovacs X22,149,3.9,460,2092,61,No,No,Yes,Lidar,Yes,Yes,Yes,Yes,Yes,13,5.0,7.4,Yes,No,No,Yes,921
Eufy,Eufy S80,163,3.3,373,5872,56,No,Yes,No,Lidar+Camera,No,Yes,No,Yes,No,17,4.1,10.8,Yes,No,Yes,No,228
Samsung,Samsung S46,104,2.9,449,3646,55,No,Yes,No,Infrared,Yes,No,Yes,No,No,9,4.9,7.7,No,No,No,No,616
Dreame,Dreame R98 Ultra,164,5.1,380,4646,60,No,Yes,No,Infrared,No,No,Yes,Yes,Yes,10,3.9,9.6,Yes,Yes,Yes,No,942
iRobot,iRobot R61 Pro,125,5.5,508,2971,57,No,No,Yes,Camera,No,No,No,Yes,Yes,18,4.1,8.7,Yes,No,No,Yes,570
Ecovacs,Ecovacs R17 Max,180,3.4,624,5965,61,No,No,No,Infrared,Yes,No,Yes,Yes,No,15,4.6,10.2,No,Yes,No,No,1126
Dreame,Dreame X28 Ultra,117,4.0,450,2562,67,No,Yes,Yes,Lidar+Camera,Yes,No,No,No,No,17,4.3,9.0,Yes,No,Yes,No,993
Eufy,Eufy S26 Max,137,4.8,606,3132,70,No,No,Yes,Infrared,Yes,No,Yes,No,Yes,7,2.8,10.1,Yes,Yes,Yes,Yes,382
Proscenic,Proscenic R34 Ultra,149,3.1,487,2271,56,Yes,Yes,Yes,Camera,Yes,Yes,Yes,No,Yes,19,4.7,7.8,No,Yes,Yes,Yes,412
Neato,Neato R48,108,2.7,543,5506,60,Yes,No,Yes,Lidar+Camera,Yes,Yes,No,No,Yes,13,3.2,9.0,Yes,Yes,No,No,1144
Samsung,Samsung R48 Ultra,133,3.7,624,4666,67,No,Yes,No,Infrared,No,No,No,Yes,Yes,11,5.0,9.8,No,No,Yes,Yes,341
Ecovacs,Ecovacs X13 Pro,196,4.7,496,2390,70,No,Yes,Yes,Camera,No,Yes,Yes,No,Yes,20,3.6,9.1,Yes,Yes,Yes,Yes,819
LG,LG X18,141,4.2,468,1978,64,No,No,No,Infrared,Yes,Yes,Yes,No,Yes,11,2.7,8.4,No,No,Yes,Yes,612
Xiaomi,Xiaomi R86,113,3.7,516,2771,59,No,No,No,Infrared,Yes,No,Yes,Yes,Yes,20,3.4,7.2,No,Yes,Yes,No,1181
Dreame,Dreame R98 Ultra,152,5.3,511,2950,57,Yes,No,No,Infrared,No,No,Yes,No,Yes,17,4.8,8.9,Yes,Yes,Yes,No,652
Ecovacs,Ecovacs V79,164,3.1,456,3686,63,Yes,Yes,No,Camera,No,Yes,Yes,Yes,Yes,18,5.1,10.1,Yes,Yes,Yes,Yes,783
Ecovacs,Ecovacs R71 Ultra,83,2.8,435,3189,61,Yes,Yes,No,Camera,Yes,No,No,Yes,Yes,16,4.9,9.6,No,No,No,Yes,985
Proscenic,Proscenic R70 Max,165,4.0,463,3176,55,Yes,No,Yes,Lidar+Camera,Yes,No,Yes,No,No,15,4.8,10.0,No,Yes,No,No,240
Samsung,Samsung V83 Ultra,102,2.7,648,3048,60,No,No,Yes,Camera,Yes,No,Yes,Yes,No,15,5.3,10.7,Yes,Yes,Yes,No,528
Samsung,Samsung S42,62,4.7,489,5872,66,No,No,No,Camera,No,Yes,No,Yes,Yes,10,4.6,8.6,No,No,Yes,Yes,193
LG,LG S40 Pro,61,4.4,671,3662,56,Yes,Yes,No,Lidar+Camera,Yes,No,No,Yes,Yes,13,4.4,8.4,No,No,No,Yes,943
Ecovacs,Ecovacs X10 Pro,75,5.8,435,5768,66,No,No,No,Lidar+Camera,No,Yes,Yes,Yes,Yes,7,2.9,9.5,No,No,No,No,749
Ecovacs,Ecovacs V34,129,3.6,358,2499,65,No,No,Yes,Infrared,No,No,Yes,Yes,No,19,3.7,9.6,No,Yes,No,Yes,986
Ecovacs,Ecovacs R92,77,3.3,408,4396,56,Yes,No,Yes,Lidar+Camera,No,Yes,No,Yes,No,12,4.9,8.3,Yes,No,Yes,No,1011
Proscenic,Proscenic R99 Ultra,87,5.4,550,3750,59,Yes,No,No,Lidar+Camera,No,No,No,No,No,11,2.6,10.6,No,Yes,No,No,961
Neato,Neato X45 Pro,156,4.1,584,2509,57,Yes,No,No,Lidar+Camera,Yes,No,Yes,No,No,19,2.9,8.3,Yes,No,No,Yes,1132
Eufy,Eufy R58 Max,186,3.4,567,2720,67,No,Yes,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,20,3.8,8.3,Yes,No,No,Yes,622
Dreame,Dreame X69 Ultra,113,4.0,405,5136,56,Yes,No,Yes,Infrared,Yes,Yes,No,Yes,No,18,3.7,9.3,Yes,No,No,No,907
iRobot,iRobot V44 Pro,160,5.4,606,4939,56,No,No,No,Lidar+Camera,No,No,Yes,No,No,6,5.1,10.7,No,No,No,No,713
iRobot,iRobot S34 Max,104,2.7,370,5786,65,No,Yes,Yes,Camera,Yes,No,Yes,Yes,No,19,2.6,10.5,Yes,No,Yes,Yes,710
Proscenic,Proscenic X46 Ultra,88,4.7,629,5310,55,Yes,No,Yes,Lidar+Camera,Yes,No,No,No,Yes,20,5.4,9.8,Yes,No,Yes,No,607
Xiaomi,Xiaomi V63 Ultra,174,4.0,418,5594,55,No,Yes,No,Lidar,No,Yes,Yes,Yes,Yes,9,5.4,10.8,Yes,Yes,No,No,392
Samsung,Samsung X42 Pro,169,5.7,412,5195,63,No,Yes,No,Lidar+Camera,Yes,Yes,No,Yes,No,10,5.1,7.1,No,No,No,Yes,578
Dreame,Dreame S36,156,5.3,510,2869,67,Yes,Yes,Yes,Camera,Yes,Yes,Yes,Yes,Yes,12,4.2,7.8,Yes,No,No,No,874
Roborock,Roborock R13 Ultra,97,3.6,585,4718,63,No,No,No,Camera,No,No,No,No,Yes,15,3.8,7.9,Yes,No,Yes,No,1009
Samsung,Samsung V87 Max,114,5.0,643,1875,62,No,No,No,Camera,Yes,No,No,Yes,No,18,5.5,7.9,Yes,No,No,No,963
iRobot,iRobot S79 Max,157,4.3,600,5590,60,No,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,No,16,3.7,8.5,Yes,Yes,No,Yes,609
Eufy,Eufy R97 Max,92,3.0,383,2841,56,No,No,No,Lidar+Camera,Yes,Yes,No,Yes,Yes,9,3.7,10.2,No,Yes,Yes,No,767
Ecovacs,Ecovacs S72 Pro,116,3.9,594,3174,55,No,No,Yes,Lidar+Camera,No,Yes,Yes,Yes,No,7,5.2,8.5,No,Yes,No,No,1013
Roborock,Roborock S33 Ultra,60,3.8,580,5434,63,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,No,Yes,19,2.5,9.9,No,No,No,Yes,1142
Ecovacs,Ecovacs S9 Pro,200,4.5,606,3241,62,No,No,No,Camera,Yes,Yes,No,No,No,12,5.1,9.5,Yes,Yes,No,Yes,684
LG,LG R79 Pro,174,4.8,551,4937,61,No,No,No,Lidar+Camera,No,Yes,Yes,No,Yes,9,3.6,10.1,Yes,Yes,Yes,Yes,1167
Dreame,Dreame V81,144,3.3,361,2150,59,No,Yes,Yes,Camera,Yes,Yes,Yes,No,No,18,4.8,7.6,Yes,Yes,Yes,Yes,1051
Neato,Neato R37 Pro,123,3.5,540,5949,70,No,No,Yes,Infrared,Yes,No,No,Yes,Yes,10,3.1,9.1,No,Yes,Yes,Yes,865
Samsung,Samsung V33 Pro,157,2.7,439,5876,61,No,No,No,Infrared,No,No,Yes,No,No,7,4.1,10.6,Yes,Yes,Yes,Yes,1036
Neato,Neato R6,174,4.5,549,5088,55,No,Yes,No,Infrared,No,No,No,No,No,9,4.4,10.3,No,No,Yes,No,255
LG,LG R60,135,3.5,495,2203,68,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,No,No,10,2.8,9.9,Yes,No,No,Yes,1129
Proscenic,Proscenic R6 Max,129,4.4,399,4649,58,Yes,No,Yes,Camera,Yes,Yes,Yes,Yes,No,12,4.9,10.7,Yes,No,No,No,561
iRobot,iRobot S72 Ultra,121,3.2,365,3684,66,Yes,Yes,No,Lidar,No,No,No,No,No,20,5.2,7.1,No,Yes,Yes,Yes,191
Samsung,Samsung S60,181,3.3,667,1691,60,Yes,No,Yes,Lidar+Camera,Yes,No,Yes,No,No,19,3.1,9.2,Yes,Yes,No,Yes,314
Roborock,Roborock X78 Pro,157,3.8,397,1601,66,No,No,No,Infrared,No,Yes,Yes,Yes,No,16,4.8,9.6,Yes,No,Yes,Yes,1062
LG,LG S45 Pro,65,3.7,477,5066,69,No,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,No,15,2.6,9.7,Yes,No,Yes,Yes,557
Samsung,Samsung V38 Max,144,4.0,670,2051,62,No,No,No,Camera,Yes,Yes,No,Yes,No,7,3.3,10.9,Yes,Yes,No,Yes,477
Eufy,Eufy V45,122,3.6,491,3005,70,No,No,No,Camera,Yes,No,Yes,No,No,6,3.6,8.2,Yes,Yes,No,No,1089
LG,LG R25,126,3.2,495,3846,68,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,No,19,3.9,7.1,Yes,Yes,Yes,No,239
Samsung,Samsung V21,163,5.0,465,1669,70,No,No,No,Infrared,Yes,Yes,No,No,Yes,6,3.6,9.2,No,Yes,Yes,No,496
Roborock,Roborock R34 Ultra,109,3.1,692,3771,65,Yes,Yes,No,Lidar,No,No,No,No,Yes,17,5.0,10.1,No,No,Yes,Yes,737
iRobot,iRobot S91,175,4.2,643,5931,68,No,Yes,Yes,Infrared,No,Yes,Yes,Yes,No,9,4.7,9.9,No,No,Yes,No,820
Eufy,Eufy R35 Pro,108,3.3,693,3628,65,No,Yes,Yes,Lidar+Camera,Yes,Yes,No,Yes,Yes,7,4.9,9.9,Yes,No,No,No,930
iRobot,iRobot V25 Max,141,4.2,395,1860,58,No,Yes,No,Lidar,Yes,Yes,Yes,No,Yes,15,3.9,9.6,No,No,Yes,Yes,991
Ecovacs,Ecovacs S71 Max,159,5.3,634,1915,59,No,No,No,Infrared,Yes,No,No,No,No,16,4.3,7.6,Yes,Yes,Yes,No,760
Dreame,Dreame R26 Max,194,4.2,466,4044,63,No,Yes,No,Infrared,No,No,Yes,No,Yes,11,3.9,9.3,Yes,Yes,No,No,251
Samsung,Samsung S95 Max,108,5.4,378,5308,68,No,Yes,No,Lidar,Yes,Yes,Yes,Yes,Yes,9,3.7,10.6,Yes,Yes,No,No,1052
LG,LG V80 Pro,198,5.3,579,5519,67,No,Yes,Yes,Lidar,Yes,No,Yes,Yes,No,8,2.9,8.2,Yes,Yes,Yes,Yes,374
Eufy,Eufy R43 Max,137,3.3,597,2055,62,No,No,Yes,Camera,Yes,No,No,No,No,20,3.3,7.6,Yes,No,Yes,No,701
Samsung,Samsung R29,113,3.6,674,1595,66,No,Yes,No,Lidar+Camera,No,No,Yes,No,Yes,20,3.7,8.1,Yes,Yes,No,No,962
iRobot,iRobot S19 Ultra,103,5.2,596,3991,57,Yes,No,Yes,Lidar+Camera,No,No,Yes,Yes,No,11,4.6,9.2,No,Yes,Yes,Yes,1127
Ecovacs,Ecovacs R35 Max,82,4.0,665,2516,70,Yes,No,No,Camera,No,Yes,No,No,Yes,15,4.5,7.5,Yes,No,Yes,No,701
Roborock,Roborock X63 Pro,186,5.3,493,2167,59,No,Yes,Yes,Camera,Yes,Yes,Yes,No,Yes,6,4.8,9.9,Yes,Yes,Yes,No,225
iRobot,iRobot R26 Ultra,164,3.0,654,1774,68,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,No,No,6,3.8,10.1,Yes,Yes,No,Yes,530
Roborock,Roborock S41 Max,119,5.5,641,3749,65,Yes,No,No,Lidar,Yes,No,Yes,Yes,No,7,4.3,10.6,No,No,Yes,No,424
Dreame,Dreame X25 Max,199,3.1,615,3366,64,No,Yes,Yes,Lidar+Camera,No,No,No,No,Yes,18,4.5,10.0,Yes,Yes,No,Yes,565
Neato,Neato S36 Max,134,5.5,397,3555,55,No,No,Yes,Infrared,Yes,Yes,No,No,Yes,16,4.2,9.8,No,Yes,Yes,Yes,841
Samsung,Samsung V55 Pro,75,5.1,645,3553,61,No,No,No,Lidar,Yes,Yes,No,Yes,Yes,18,5.4,8.0,No,No,No,No,1163
Dreame,Dreame S24 Pro,144,2.5,631,3699,68,Yes,No,No,Infrared,Yes,No,Yes,No,Yes,8,4.2,7.6,Yes,No,Yes,Yes,1132
iRobot,iRobot R87 Pro,189,3.1,564,3919,66,No,Yes,No,Lidar,No,Yes,Yes,No,No,14,3.0,8.2,Yes,Yes,Yes,No,687
LG,LG R42 Max,74,3.6,590,4944,64,Yes,Yes,No,Lidar+Camera,No,Yes,Yes,No,No,10,2.6,10.9,No,No,Yes,Yes,462
Proscenic,Proscenic X18 Max,181,4.9,559,2389,61,No,Yes,Yes,Infrared,Yes,No,Yes,Yes,No,9,5.3,8.2,No,Yes,No,No,811
Neato,Neato R76 Max,71,4.6,688,5710,61,No,No,Yes,Lidar+Camera,No,No,No,No,Yes,17,4.3,9.5,Yes,No,No,Yes,874
iRobot,iRobot S62 Max,150,4.8,592,4807,68,No,Yes,Yes,Lidar,No,Yes,No,Yes,No,20,4.3,7.3,Yes,Yes,No,No,222
Samsung,Samsung X37,143,5.0,567,2034,66,Yes,No,Yes,Infrared,No,No,No,No,Yes,16,5.0,10.5,Yes,No,Yes,Yes,341
Proscenic,Proscenic X11 Ultra,181,3.4,567,5630,59,Yes,Yes,Yes,Lidar,Yes,No,Yes,No,Yes,10,3.8,9.1,No,No,No,Yes,443
Xiaomi,Xiaomi R45 Ultra,175,3.8,630,2171,64,No,No,No,Camera,Yes,No,No,Yes,No,18,3.1,7.9,No,No,No,No,974
LG,LG V49 Max,115,4.9,474,2805,66,No,No,Yes,Infrared,No,Yes,No,No,No,14,5.2,7.9,Yes,No,Yes,Yes,648
iRobot,iRobot V35,149,5.3,553,5387,57,Yes,No,Yes,Camera,Yes,Yes,Yes,Yes,No,16,5.4,10.0,Yes,Yes,Yes,Yes,910
Xiaomi,Xiaomi R16 Ultra,164,5.2,458,3582,58,Yes,No,No,Infrared,Yes,No,Yes,No,No,17,3.4,7.5,Yes,Yes,No,No,648
iRobot,iRobot R44 Pro,149,4.9,481,3003,64,No,Yes,Yes,Lidar,Yes,No,No,Yes,No,18,3.6,10.2,Yes,Yes,Yes,No,1096
LG,LG S11 Max,180,4.8,494,4248,57,No,No,Yes,Lidar+Camera,Yes,No,Yes,Yes,Yes,15,4.7,7.2,No,Yes,Yes,No,1180
Roborock,Roborock V27,151,4.5,674,1611,57,Yes,Yes,Yes,Lidar,No,No,Yes,No,No,7,4.1,8.1,Yes,No,No,Yes,476
Roborock,Roborock V66 Max,65,5.2,641,2817,64,Yes,No,Yes,Lidar,Yes,No,No,Yes,Yes,16,5.3,8.4,Yes,No,No,Yes,166
Xiaomi,Xiaomi S61 Ultra,187,5.2,679,4983,56,No,Yes,No,Camera,No,Yes,Yes,Yes,No,10,4.5,8.7,No,Yes,No,No,433
iRobot,iRobot V40 Pro,141,5.3,361,3635,62,No,No,No,Camera,No,No,Yes,No,No,9,5.4,10.6,Yes,Yes,No,Yes,540
iRobot,iRobot R38 Max,155,3.6,570,4449,69,Yes,Yes,No,Camera,No,No,No,Yes,No,16,4.9,10.7,No,No,Yes,Yes,742
Roborock,Roborock V30 Pro,115,3.3,648,5659,70,No,Yes,No,Lidar,Yes,Yes,Yes,Yes,Yes,17,4.4,10.5,No,Yes,Yes,Yes,678
Eufy,Eufy X81 Max,162,3.4,368,3310,68,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,Yes,15,4.5,10.2,No,No,Yes,Yes,911
iRobot,iRobot R71 Ultra,154,4.0,435,1964,59,Yes,No,Yes,Camera,Yes,Yes,Yes,No,No,10,2.6,7.8,No,Yes,Yes,Yes,828
Proscenic,Proscenic R67,137,5.2,515,3828,66,No,Yes,Yes,Infrared,No,No,No,No,Yes,17,3.5,8.9,Yes,Yes,Yes,No,757
Xiaomi,Xiaomi S64 Max,189,5.5,580,4091,69,No,No,Yes,Infrared,Yes,No,Yes,Yes,Yes,6,4.1,9.5,Yes,No,Yes,Yes,883
Roborock,Roborock V99 Ultra,131,5.5,659,5690,70,Yes,No,No,Lidar+Camera,No,No,No,Yes,No,6,2.7,10.8,Yes,Yes,Yes,Yes,816
Proscenic,Proscenic R22,169,5.2,421,1584,66,Yes,No,No,Camera,Yes,Yes,Yes,No,Yes,8,4.6,10.2,Yes,Yes,Yes,No,386
Eufy,Eufy V40 Max,162,4.1,619,5571,66,Yes,Yes,Yes,Infrared,Yes,Yes,Yes,No,Yes,9,4.0,8.7,No,No,No,Yes,893
Dreame,Dreame X96,118,5.8,390,2728,55,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,Yes,20,5.1,9.8,Yes,No,Yes,No,179
Samsung,Samsung V47,126,5.4,559,2424,70,Yes,No,Yes,Infrared,No,Yes,No,Yes,Yes,19,3.9,9.3,Yes,Yes,No,No,535
Neato,Neato X27 Ultra,133,4.7,472,2938,56,Yes,Yes,Yes,Infrared,No,Yes,Yes,Yes,No,9,4.3,9.7,No,Yes,Yes,No,460
Neato,Neato X57,167,4.1,601,5047,58,Yes,Yes,No,Camera,No,No,No,No,No,7,3.1,7.2,No,Yes,No,No,665
Samsung,Samsung S80,143,4.7,528,3830,65,Yes,Yes,Yes,Lidar+Camera,No,No,Yes,No,Yes,19,4.4,9.3,Yes,No,No,No,1091
Xiaomi,Xiaomi V88 Ultra,123,3.1,577,2711,64,Yes,Yes,No,Lidar,No,Yes,Yes,Yes,Yes,8,3.7,8.8,Yes,No,Yes,No,759
Ecovacs,Ecovacs S34 Max,162,5.8,521,1757,62,No,No,No,Infrared,Yes,Yes,No,No,No,20,3.6,8.8,Yes,Yes,No,No,509
Proscenic,Proscenic S70 Max,87,2.5,680,4410,61,Yes,No,Yes,Camera,No,Yes,Yes,No,No,6,4.7,10.0,Yes,No,Yes,Yes,599
Dreame,Dreame X14,163,3.5,584,1774,58,No,No,No,Infrared,No,Yes,Yes,No,No,9,5.1,10.0,No,Yes,Yes,No,352
iRobot,iRobot R27 Ultra,155,5.7,563,3594,70,Yes,Yes,No,Infrared,No,Yes,No,Yes,Yes,15,4.5,9.6,No,Yes,Yes,No,1028
Neato,Neato S6 Ultra,119,3.3,680,5417,59,Yes,No,No,Infrared,No,No,No,Yes,Yes,7,3.2,8.8,No,No,No,Yes,549
Proscenic,Proscenic S89 Max,152,4.9,682,5427,60,No,No,No,Lidar+Camera,Yes,No,Yes,Yes,Yes,9,4.4,9.9,No,No,Yes,No,1139
Proscenic,Proscenic R76 Pro,103,5.4,639,3074,58,Yes,No,Yes,Lidar+Camera,Yes,No,No,No,Yes,8,3.4,10.0,Yes,No,No,No,661
LG,LG V58 Ultra,94,3.3,600,4487,61,No,No,No,Camera,Yes,Yes,Yes,No,Yes,12,3.3,9.5,Yes,No,Yes,No,789
LG,LG X59 Max,166,4.9,630,4443,66,Yes,No,Yes,Camera,Yes,No,No,No,No,9,2.5,9.2,No,Yes,Yes,No,882
Ecovacs,Ecovacs S53 Pro,83,4.8,683,3998,64,No,No,No,Lidar,No,No,No,Yes,Yes,11,4.7,7.1,No,No,No,Yes,1111
Xiaomi,Xiaomi V72,73,5.6,689,3805,64,Yes,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,20,4.7,10.6,Yes,Yes,Yes,No,970
Samsung,Samsung S65 Ultra,200,4.2,560,3397,69,Yes,No,No,Infrared,Yes,Yes,No,No,Yes,13,4.5,7.8,Yes,No,Yes,No,667
Eufy,Eufy S80 Ultra,200,3.7,383,3500,58,Yes,Yes,Yes,Camera,No,Yes,Yes,Yes,No,16,5.0,7.5,No,Yes,No,No,787
Proscenic,Proscenic R48 Ultra,63,5.3,504,3225,60,Yes,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,15,4.8,9.8,No,Yes,No,Yes,172
iRobot,iRobot X72 Ultra,62,3.7,412,3519,69,No,Yes,Yes,Lidar+Camera,No,No,No,No,Yes,20,5.1,10.7,Yes,No,Yes,Yes,264
Neato,Neato X64 Max,134,2.7,356,3154,57,Yes,No,No,Camera,Yes,No,No,Yes,Yes,10,3.9,9.0,No,Yes,No,Yes,168
Dreame,Dreame V54 Ultra,117,3.2,512,2425,66,Yes,No,No,Lidar,Yes,No,No,Yes,Yes,13,5.0,8.1,Yes,No,Yes,No,222
Ecovacs,Ecovacs V67 Max,101,4.6,643,2470,55,Yes,No,No,Camera,No,No,No,No,Yes,6,5.4,8.4,Yes,Yes,No,No,942
Roborock,Roborock S72 Max,118,3.4,428,3145,67,No,No,No,Camera,Yes,Yes,Yes,No,Yes,20,5.4,8.5,Yes,Yes,Yes,Yes,718
Roborock,Roborock V91 Ultra,199,3.6,540,4047,66,No,No,Yes,Camera,Yes,Yes,Yes,No,Yes,10,4.9,9.2,Yes,No,Yes,No,529
Xiaomi,Xiaomi S78 Ultra,100,3.3,594,5862,59,No,No,Yes,Lidar+Camera,Yes,Yes,No,No,Yes,6,4.0,9.5,Yes,No,No,No,256
Eufy,Eufy X63,198,5.2,629,3839,59,Yes,No,No,Camera,No,Yes,Yes,Yes,No,19,2.7,8.6,No,No,No,No,769
Samsung,Samsung R83 Max,156,3.4,675,4144,59,No,Yes,Yes,Infrared,No,No,No,Yes,Yes,7,5.2,9.2,No,Yes,Yes,Yes,475
Samsung,Samsung V56 Max,177,2.9,503,4026,61,Yes,No,Yes,Infrared,Yes,No,Yes,No,Yes,17,3.2,7.4,No,Yes,No,Yes,1029
Dreame,Dreame R76 Ultra,90,2.8,661,5731,67,No,Yes,Yes,Camera,Yes,No,Yes,No,No,13,4.3,7.2,No,No,No,No,1139
Ecovacs,Ecovacs R96,179,5.7,476,5644,69,Yes,Yes,No,Lidar,Yes,Yes,Yes,Yes,No,18,3.6,8.7,No,No,No,No,659
Samsung,Samsung R89 Max,154,2.9,653,2727,56,No,No,No,Infrared,Yes,No,No,No,No,14,4.2,8.3,No,Yes,No,Yes,687
iRobot,iRobot V17 Pro,186,5.4,536,3970,58,No,Yes,Yes,Lidar,No,No,No,No,No,20,2.8,9.3,Yes,Yes,Yes,Yes,284
Roborock,Roborock V84 Ultra,75,6.0,635,5578,59,No,Yes,Yes,Lidar,No,Yes,Yes,Yes,Yes,13,3.9,10.4,Yes,No,Yes,No,882
Ecovacs,Ecovacs V68 Pro,160,4.7,475,2205,64,No,No,No,Infrared,Yes,Yes,No,Yes,No,8,5.1,10.8,Yes,Yes,No,No,716
Eufy,Eufy X18 Ultra,111,2.7,555,2245,59,Yes,Yes,No,Lidar+Camera,No,Yes,No,Yes,Yes,15,3.4,10.0,No,No,Yes,No,711
iRobot,iRobot V37 Ultra,148,2.6,531,4757,69,No,No,No,Lidar+Camera,No,Yes,Yes,No,Yes,18,3.6,10.2,Yes,Yes,Yes,No,193
Neato,Neato S78 Ultra,141,5.5,619,5428,64,No,Yes,Yes,Lidar+Camera,Yes,Yes,No,Yes,Yes,14,4.9,7.2,Yes,Yes,Yes,Yes,588
Proscenic,Proscenic V81 Ultra,182,5.9,674,2625,65,No,No,No,Infrared,Yes,Yes,No,Yes,No,7,4.6,10.2,Yes,Yes,Yes,Yes,588
Xiaomi,Xiaomi S97 Max,77,5.6,431,3176,58,Yes,No,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,10,4.9,9.4,No,Yes,Yes,No,972
iRobot,iRobot X6 Pro,84,4.0,377,5802,57,Yes,No,No,Infrared,Yes,No,No,Yes,No,19,3.0,7.8,No,No,Yes,No,567
Dreame,Dreame R61 Max,171,5.3,612,3510,63,Yes,Yes,Yes,Lidar,No,Yes,Yes,No,No,17,3.5,10.3,No,No,Yes,No,408
LG,LG R50 Pro,150,5.6,635,3206,63,Yes,No,No,Camera,Yes,No,Yes,Yes,Yes,10,3.5,9.7,No,No,No,No,942
Roborock,Roborock R93 Ultra,68,2.8,689,5289,59,Yes,No,Yes,Camera,Yes,No,Yes,No,Yes,13,2.8,8.3,No,Yes,No,Yes,299
Ecovacs,Ecovacs X39,101,3.9,608,3980,64,Yes,No,Yes,Infrared,Yes,No,No,Yes,No,16,4.1,7.5,No,No,No,No,291
Proscenic,Proscenic V8 Pro,184,3.6,402,2125,70,No,Yes,Yes,Infrared,No,Yes,Yes,Yes,Yes,20,5.1,9.7,No,Yes,No,Yes,446
Proscenic,Proscenic V31 Max,188,4.7,550,1503,63,Yes,No,Yes,Lidar+Camera,No,Yes,No,No,No,16,2.6,8.6,Yes,No,Yes,No,312
Samsung,Samsung R58 Max,137,5.4,376,5469,68,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,No,Yes,10,3.9,7.7,Yes,Yes,Yes,Yes,253
LG,LG X34 Ultra,101,4.7,627,4077,60,No,No,Yes,Lidar+Camera,Yes,No,No,No,No,6,3.3,9.4,Yes,No,Yes,Yes,803
iRobot,iRobot R32 Ultra,174,4.6,437,3726,62,No,Yes,No,Lidar,No,Yes,Yes,Yes,No,10,4.9,7.1,Yes,No,Yes,No,244
Xiaomi,Xiaomi R92,89,4.6,671,4472,62,No,Yes,No,Infrared,No,No,No,No,No,17,3.2,9.9,No,No,No,No,297
Samsung,Samsung R64 Max,175,3.0,376,5994,67,No,Yes,Yes,Lidar+Camera,No,No,No,Yes,Yes,20,4.2,7.4,Yes,No,No,Yes,250
Ecovacs,Ecovacs V82 Max,195,3.8,638,5168,67,Yes,Yes,No,Lidar+Camera,No,Yes,Yes,Yes,No,8,5.1,7.5,No,Yes,No,No,559
